score,50.70484154946319
char_order,6
word_order,0
beta,2
bleu,0.2668678365641643
precisions,"[0.6106870229007634, 0.3369252873563218, 0.21891288160833955, 0.14296754250386398]"
brevity_penalty,0.9420652142492885
length_ratio,0.9436804191224624
translation_length,1441
reference_length,1527
rouge1,0.5586943084354214
rouge2,0.3257590028345333
rougeL,0.5197786383901354
rougeLsum,0.5218440531339801
meteor,0.5400550840628832
google_bleu,0.30527722110888444
